Index,URL,CENA,POPLATKY ZA SLUŽBY,POPLATKY ZA ENERGII,VRATNÁ KAUCE,TYP NABÍDKY,LOKACE,ČÍSLO INZERÁTU,DISPOZICE,STAV,DOSTUPNÉ OD,VLASTNICTVÍ,TYP BUDOVY,PLOCHA,VYBAVENO,PODLAŽÍ,PENB,Internet,Energie,Balkón,Terasa,Sklep,Lodžie,Bezbariérový přístup,Parkování,Výtah,Garáž,MHD,Pošta,Obchod,Banka,Restaurace,Lékárna,Škola,Mateřská škola,Sportoviště,Hřiště
11,https://www.bezrealitky.cz/nemovitosti-byty-domy/771131-nabidka-prodej-bytu-bozeny-nemcove,4 500 000 Kč,NaN,NaN,NaN,PRODEJ,"Boženy Němcové, Hluboká nad Vltavou, Jihočeský kraj",771131,2+1,Dobrý,NaN,Osobní,Cihla,70 m²,Částečně,2,NaN,1.0,1.0,NaN,NaN,1.0,NaN,NaN,1.0,NaN,1.0,236 m,411 m,256 m,369 m,218 m,193 m,3 078 m,5 608 m,3 510 m,1 525 m
12,https://www.bezrealitky.cz/nemovitosti-byty-domy/771129-nabidka-prodej-bytu-bozeny-nemcove,6 500 000 Kč,NaN,NaN,NaN,PRODEJ,"Boženy Němcové, Hluboká nad Vltavou, Jihočeský kraj",771129,3+1,Dobrý,NaN,Osobní,Cihla,105 m²,Částečně,3,NaN,1.0,1.0,NaN,NaN,1.0,NaN,NaN,NaN,NaN,NaN,236 m,411 m,256 m,369 m,218 m,193 m,3 078 m,5 608 m,3 510 m,1 525 m
13,https://www.bezrealitky.cz/nemovitosti-byty-domy/771119-nabidka-prodej-bytu,9 605 000 Kč,NaN,NaN,NaN,PRODEJ,"Loučná pod Klínovcem, Ústecký kraj",771119,3+kk,Ve výstavbě,NaN,Osobní,Cihla,79 m²,Nevybaveno,2,NaN,1.0,1.0,NaN,NaN,1.0,NaN,NaN,1.0,NaN,1.0,210 m,10 887 m,75 m,10 874 m,6 m,10 742 m,6 972 m,10 998 m,620 m,145 m
14,https://www.bezrealitky.cz/nemovitosti-byty-domy/771118-nabidka-prodej-bytu,14 875 000 Kč,NaN,NaN,NaN,PRODEJ,"Loučná pod Klínovcem, Ústecký kraj",771118,3+kk,Ve výstavbě,NaN,Osobní,Cihla,122 m²,Nevybaveno,2,NaN,1.0,1.0,NaN,NaN,1.0,NaN,NaN,1.0,NaN,1.0,210 m,10 887 m,75 m,10 874 m,6 m,10 742 m,6 972 m,10 998 m,620 m,145 m
15,https://www.bezrealitky.cz/nemovitosti-byty-domy/771105-nabidka-prodej-bytu-tr-vaclava-klementa,3 800 000 Kč,NaN,NaN,NaN,PRODEJ,"tř. Václava Klementa, Mladá Boleslav, Středočeský kraj",771105,3+1,Dobrý,NaN,Družstevní,Panel,70 m²,Částečně,2,NaN,1.0,1.0,NaN,NaN,NaN,1.0,NaN,NaN,NaN,NaN,60 m,177 m,122 m,134 m,349 m,148 m,1 093 m,605 m,476 m,150 m
16,https://www.bezrealitky.cz/nemovitosti-byty-domy/771099-nabidka-prodej-bytu,3 600 000 Kč,NaN,NaN,NaN,PRODEJ,"Hošťálková, Zlínský kraj",771099,3+1,Velmi dobrý,NaN,Osobní,Cihla,70 m²,Nevybaveno,1,NaN,1.0,1.0,1.0,NaN,1.0,NaN,NaN,NaN,NaN,1.0,728 m,735 m,771 m,NaN,1 189 m,NaN,8 382 m,8 384 m,8 166 m,10 771 m
17,https://www.bezrealitky.cz/nemovitosti-byty-domy/771096-nabidka-prodej-bytu-petra-bezruce,1 050 000 Kč,NaN,NaN,NaN,PRODEJ,"Petra Bezruče, Aš, Karlovarský kraj",771096,1+1,Dobrý,NaN,Osobní,Panel,35 m²,Nevybaveno,5,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,183 m,620 m,505 m,658 m,388 m,692 m,449 m,559 m,233 m,140 m
18,https://www.bezrealitky.cz/nemovitosti-byty-domy/771095-nabidka-prodej-bytu-stadtrodska,2 498 900 Kč,NaN,NaN,NaN,PRODEJ,"Stadtrodská, Tachov, Plzeňský kraj",771095,2+1,Velmi dobrý,NaN,Osobní,Panel,64 m²,Částečně,6,NaN,1.0,1.0,1.0,NaN,1.0,NaN,NaN,1.0,NaN,NaN,642 m,415 m,1 437 m,NaN,1 810 m,1 756 m,560 m,1 660 m,1 838 m,795 m
19,https://www.bezrealitky.cz/nemovitosti-byty-domy/771072-nabidka-prodej-bytu-kpt-nalepky,2 756 000 Kč,NaN,NaN,NaN,PRODEJ,"Kpt. Nálepky, Podbořany, Ústecký kraj",771072,3+1,Velmi dobrý,NaN,Osobní,Panel,89 m²,Částečně,6,NaN,1.0,1.0,1.0,NaN,1.0,NaN,NaN,1.0,NaN,NaN,223 m,200 m,407 m,NaN,5 504 m,329 m,9 230 m,8 921 m,1 189 m,5 668 m
20,https://www.bezrealitky.cz/nemovitosti-byty-domy/771066-nabidka-prodej-bytu-mantovska,7 250 000 Kč,NaN,NaN,NaN,PRODEJ,"Mantovská, Praha - Horní Měcholupy",771066,2+kk,Velmi dobrý,NaN,Osobní,Cihla,63 m²,Částečně,1,NaN,1.0,1.0,NaN,NaN,1.0,NaN,NaN,1.0,NaN,1.0,249 m,1 580 m,652 m,1 571 m,777 m,560 m,641 m,716 m,1 502 m,551 m
21,https://www.bezrealitky.cz/nemovitosti-byty-domy/771058-nabidka-prodej-bytu-bratri-sousediku,4 190 000 Kč,NaN,NaN,NaN,PRODEJ,"Bratří Sousedíků, Zlín, Zlínský kraj",771058,3+kk,Velmi dobrý,NaN,Osobní,Cihla,62 m²,Částečně,1,NaN,1.0,1.0,NaN,NaN,1.0,NaN,NaN,1.0,NaN,NaN,229 m,1 468 m,698 m,1 590 m,770 m,763 m,401 m,707 m,2 206 m,409 m
22,https://www.bezrealitky.cz/nemovitosti-byty-domy/771053-nabidka-prodej-bytu-tolsteho,2 111 000 Kč,NaN,NaN,NaN,PRODEJ,"Tolstého, Třebíč, Kraj Vysočina",771053,1+1,Dobrý,NaN,Osobní,Panel,33 m²,Částečně,2,NaN,1.0,1.0,NaN,NaN,1.0,1.0,NaN,1.0,NaN,NaN,210 m,1 560 m,361 m,2 206 m,502 m,500 m,213 m,228 m,1 046 m,566 m
23,https://www.bezrealitky.cz/nemovitosti-byty-domy/771041-nabidka-prodej-bytu,2 750 000 Kč,NaN,NaN,NaN,PRODEJ,"Jindřichův Hradec, Jihočeský kraj",771041,2+1,Dobrý,NaN,Osobní,Panel,63 m²,Částečně,7,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,303 m,468 m,493 m,2 036 m,1 340 m,333 m,362 m,520 m,565 m,27 m
24,https://www.bezrealitky.cz/nemovitosti-byty-domy/770164-nabidka-prodej-bytu-mladeznicka-neratovice,2 080 000 Kč,NaN,NaN,NaN,PRODEJ,"Mládežnická, Neratovice, Středočeský kraj",770164,2+1,Dobrý,30. 3. 2023,Družstevní,Panel,34 m²,Částečně,3,C,1.0,1.0,NaN,NaN,NaN,NaN,1.0,1.0,1.0,NaN,136 m,387 m,175 m,211 m,311 m,312 m,466 m,582 m,306 m,142 m
25,https://www.bezrealitky.cz/nemovitosti-byty-domy/770154-nabidka-prodej-bytu-hluckova-hlavni-mesto-praha,10 490 000 Kč,NaN,NaN,NaN,PRODEJ,"Hlučkova, Praha - Letňany",770154,3+kk,Novostavba,10. 3. 2023,Osobní,Nízkoenergetický,199 m²,Částečně,1,B,1.0,1.0,NaN,1.0,NaN,NaN,1.0,NaN,1.0,1.0,786 m,3 461 m,1 529 m,2 208 m,310 m,4 069 m,1 609 m,1 303 m,510 m,314 m
26,https://www.bezrealitky.cz/nemovitosti-byty-domy/770995-nabidka-prodej-bytu-gen-svobody,1 795 000 Kč,NaN,NaN,NaN,PRODEJ,"Gen. Svobody, Nový Bor - Arnultovice u Nového Boru, Liberecký kraj",770995,2+1,Velmi dobrý,NaN,Osobní,Cihla,52 m²,Částečně,2,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,94 m,1 727 m,1 234 m,1 876 m,1 598 m,1 107 m,546 m,513 m,1 063 m,764 m
27,https://www.bezrealitky.cz/nemovitosti-byty-domy/770557-nabidka-prodej-bytu-bubenska-praha,7 500 000 Kč,NaN,NaN,NaN,PRODEJ,"Bubenská, Praha - Holešovice",770557,2+1,Dobrý,13. 3. 2023,Osobní,Cihla,58 m²,Částečně,NaN,G,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,1.0,NaN,192 m,1 338 m,236 m,354 m,122 m,361 m,429 m,1 095 m,465 m,955 m
28,https://www.bezrealitky.cz/nemovitosti-byty-domy/770983-nabidka-prodej-bytu-lisztova,2 750 000 Kč,NaN,NaN,NaN,PRODEJ,"Lisztova, Ústí nad Labem, Ústecký kraj",770983,3+1,Dobrý,NaN,Osobní,Panel,66 m²,Částečně,5,NaN,1.0,1.0,NaN,NaN,NaN,1.0,NaN,1.0,NaN,NaN,257 m,1 307 m,460 m,2 151 m,619 m,1 264 m,377 m,408 m,2 255 m,500 m
29,https://www.bezrealitky.cz/nemovitosti-byty-domy/770982-nabidka-prodej-bytu-u-remizku,4 232 000 Kč,NaN,NaN,NaN,PRODEJ,"U Remízku, Hořovice - Velká Víska, Středočeský kraj",770982,3+1,Velmi dobrý,NaN,Osobní,Panel,65 m²,Částečně,6,NaN,1.0,1.0,NaN,NaN,1.0,1.0,NaN,NaN,NaN,NaN,115 m,429 m,100 m,689 m,118 m,638 m,552 m,575 m,742 m,330 m
30,https://www.bezrealitky.cz/nemovitosti-byty-domy/770980-nabidka-prodej-bytu-nezamyslova,3 181 000 Kč,NaN,NaN,NaN,PRODEJ,"Nezamyslova, Brno - Židenice, Jihomoravský kraj",770980,1+1,Špatný,NaN,Osobní,Cihla,40 m²,Nevybaveno,1,NaN,1.0,1.0,NaN,NaN,1.0,NaN,NaN,NaN,NaN,NaN,191 m,539 m,451 m,783 m,424 m,485 m,704 m,493 m,2 435 m,135 m
31,https://www.bezrealitky.cz/nemovitosti-byty-domy/770977-nabidka-prodej-bytu-lazebnicka,4 800 000 Kč,NaN,NaN,NaN,PRODEJ,"Lazebnická, Jihlava, Kraj Vysočina",770977,3+kk,Velmi dobrý,NaN,Osobní,Ostatní,88 m²,Nevybaveno,1,NaN,1.0,1.0,NaN,NaN,1.0,NaN,NaN,1.0,NaN,NaN,219 m,441 m,250 m,99 m,156 m,239 m,151 m,642 m,3 128 m,677 m
32,https://www.bezrealitky.cz/nemovitosti-byty-domy/770976-nabidka-prodej-bytu-mirova,1 899 000 Kč,NaN,NaN,NaN,PRODEJ,"Mírová, Loket, Karlovarský kraj",770976,3+1,Dobrý,NaN,Osobní,Panel,73 m²,Částečně,4,NaN,1.0,1.0,1.0,NaN,1.0,NaN,NaN,NaN,NaN,NaN,121 m,1 902 m,113 m,6 184 m,130 m,1 937 m,701 m,6 575 m,6 340 m,672 m
33,https://www.bezrealitky.cz/nemovitosti-byty-domy/770969-nabidka-prodej-bytu-palackeho-trida,2 790 000 Kč,NaN,NaN,NaN,PRODEJ,"Palackého třída, Pardubice, Pardubický kraj",770969,1+kk,Velmi dobrý,NaN,Osobní,Panel,39 m²,Nevybaveno,4,NaN,1.0,1.0,NaN,NaN,1.0,1.0,NaN,NaN,NaN,NaN,62 m,524 m,387 m,166 m,47 m,156 m,375 m,1 865 m,1 425 m,214 m
34,https://www.bezrealitky.cz/nemovitosti-byty-domy/769130-nabidka-prodej-bytu-cs-armady-moravska-trebova,1 670 000 Kč,NaN,NaN,NaN,PRODEJ,"Čs. armády, Moravská Třebová, Pardubický kraj",769130,1+1,Dobrý,5. 3. 2023,Osobní,Cihla,38 m²,Nevybaveno,3,G,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,274 m,138 m,76 m,139 m,69 m,111 m,155 m,250 m,221 m,433 m
35,https://www.bezrealitky.cz/nemovitosti-byty-domy/770955-nabidka-prodej-bytu,4 450 000 Kč,NaN,NaN,NaN,PRODEJ,"Velemín - Oparno, Ústecký kraj",770955,3+kk,Velmi dobrý,NaN,Osobní,Cihla,49 m²,Vybaveno,1,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,525 m,3 621 m,3 409 m,6 438 m,3 639 m,6 394 m,19 827 m,5 302 m,6 836 m,65 m
36,https://www.bezrealitky.cz/nemovitosti-byty-domy/770950-nabidka-prodej-bytu-kostelni,7 980 000 Kč,NaN,NaN,NaN,PRODEJ,"Kostelní, Loket, Karlovarský kraj",770950,5+1,Velmi dobrý,NaN,Osobní,Cihla,147 m²,Vybaveno,3,NaN,1.0,1.0,1.0,NaN,1.0,NaN,NaN,1.0,NaN,NaN,186 m,107 m,529 m,7 368 m,58 m,143 m,115 m,7 541 m,7 525 m,96 m
37,https://www.bezrealitky.cz/nemovitosti-byty-domy/769998-nabidka-prodej-bytu-zakrejsova-ostrava,1 700 000 Kč,NaN,NaN,NaN,PRODEJ,"Zákrejsova, Ostrava - Přívoz, Moravskoslezský kraj",769998,2+1,Dobrý,1. 5. 2023,Osobní,Panel,56 m²,Částečně,3,G,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,372 m,456 m,316 m,464 m,513 m,417 m,1 234 m,77 m,1 365 m,782 m
38,https://www.bezrealitky.cz/nemovitosti-byty-domy/770920-nabidka-prodej-bytu,2 320 000 Kč,NaN,NaN,NaN,PRODEJ,"Věžky, Zlínský kraj",770920,2+kk,Velmi dobrý,NaN,Osobní,Cihla,52 m²,Nevybaveno,2,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,142 m,5 802 m,299 m,13 008 m,3 254 m,7 732 m,7 641 m,3 313 m,385 m,45 m
39,https://www.bezrealitky.cz/nemovitosti-byty-domy/770919-nabidka-prodej-bytu-visnova,2 871 000 Kč,NaN,NaN,NaN,PRODEJ,"Višňová, Hořovice - Velká Víska, Středočeský kraj",770919,2+kk,Dobrý,NaN,Osobní,Panel,42 m²,Částečně,1,NaN,1.0,1.0,NaN,NaN,1.0,NaN,NaN,NaN,NaN,NaN,203 m,526 m,220 m,1 014 m,251 m,546 m,650 m,672 m,2 127 m,231 m
40,https://www.bezrealitky.cz/nemovitosti-byty-domy/770909-nabidka-prodej-bytu-b-nemcove,2 290 000 Kč,NaN,NaN,NaN,PRODEJ,"B. Němcové, Milevsko, Jihočeský kraj",770909,2+1,Dobrý,NaN,Osobní,Panel,66 m²,Vybaveno,1,NaN,1.0,1.0,NaN,NaN,1.0,NaN,NaN,1.0,NaN,NaN,181 m,516 m,479 m,1 579 m,1 728 m,697 m,338 m,4 167 m,1 104 m,1 337 m
41,https://www.bezrealitky.cz/nemovitosti-byty-domy/770893-nabidka-prodej-bytu-generala-selnera,3 743 000 Kč,NaN,NaN,NaN,PRODEJ,"Generála Selnera, Kladno - Kročehlavy, Středočeský kraj",770893,2+kk,Velmi dobrý,NaN,Družstevní,Cihla,54 m²,Částečně,2,NaN,1.0,1.0,1.0,NaN,1.0,NaN,NaN,1.0,NaN,NaN,400 m,593 m,653 m,2 524 m,3 584 m,644 m,665 m,637 m,2 010 m,464 m
42,https://www.bezrealitky.cz/nemovitosti-byty-domy/770882-nabidka-prodej-bytu-zahranicniho-odboje,3 200 000 Kč,NaN,NaN,NaN,PRODEJ,"Zahraničního odboje, Třebíč - Řípov, Kraj Vysočina",770882,3+1,Velmi dobrý,NaN,Osobní,Panel,74 m²,Částečně,1,NaN,1.0,1.0,NaN,NaN,NaN,1.0,NaN,NaN,NaN,NaN,295 m,471 m,586 m,3 156 m,570 m,1 249 m,2 281 m,1 900 m,1 041 m,1 339 m
43,https://www.bezrealitky.cz/nemovitosti-byty-domy/770869-nabidka-prodej-bytu-kundraticka,1 480 000 Kč,NaN,NaN,NaN,PRODEJ,"Kundratická, Chomutov I, Ústecký kraj",770869,2+1,Dobrý,NaN,Osobní,Panel,68 m²,Částečně,3,NaN,1.0,1.0,NaN,NaN,1.0,1.0,NaN,1.0,NaN,NaN,207 m,155 m,256 m,2 331 m,1 390 m,355 m,402 m,106 m,351 m,2 640 m
44,https://www.bezrealitky.cz/nemovitosti-byty-domy/769983-nabidka-prodej-bytu-stolcova-brno,4 399 900 Kč,NaN,NaN,NaN,PRODEJ,"Štolcova, Brno - Černovice, Jihomoravský kraj",769983,2+kk,Novostavba,1. 8. 2024,Osobní,Cihla,42 m²,Nevybaveno,1,B,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,235 m,397 m,468 m,472 m,204 m,400 m,594 m,734 m,125 m,680 m
45,https://www.bezrealitky.cz/nemovitosti-byty-domy/770853-nabidka-prodej-bytu-petra-bezruce,2 950 000 Kč,NaN,NaN,NaN,PRODEJ,"Petra Bezruče, Stochov, Středočeský kraj",770853,2+1,Dobrý,NaN,Osobní,Cihla,50 m²,Nevybaveno,1,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,202 m,2 514 m,1 414 m,10 275 m,2 924 m,1 900 m,2 217 m,2 249 m,3 253 m,2 683 m
46,https://www.bezrealitky.cz/nemovitosti-byty-domy/770853-nabidka-prodej-bytu-petra-bezruce,2 950 000 Kč,NaN,NaN,NaN,PRODEJ,"Petra Bezruče, Stochov, Středočeský kraj",770853,2+1,Dobrý,NaN,Osobní,Cihla,50 m²,Nevybaveno,1,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,202 m,2 514 m,1 414 m,10 275 m,2 924 m,1 900 m,2 217 m,2 249 m,3 253 m,2 683 m
47,https://www.bezrealitky.cz/nemovitosti-byty-domy/769972-nabidka-prodej-bytu-nad-mlynskym-potokem-praha,10 500 000 Kč,NaN,NaN,NaN,PRODEJ,"Nad Mlýnským potokem, Praha - Dubeč",769972,3+kk,Velmi dobrý,9. 3. 2023,Osobní,Cihla,86 m²,Částečně,3,G,1.0,1.0,NaN,NaN,NaN,NaN,1.0,1.0,1.0,1.0,337 m,541 m,364 m,5 301 m,477 m,416 m,5 334 m,5 148 m,480 m,404 m
48,https://www.bezrealitky.cz/nemovitosti-byty-domy/770820-nabidka-prodej-bytu-pisecna,1 059 000 Kč,NaN,NaN,NaN,PRODEJ,"Písečná, Chomutov I, Ústecký kraj",770820,1+1,Velmi dobrý,NaN,Osobní,Panel,35 m²,Nevybaveno,5,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,282 m,541 m,793 m,2 121 m,116 m,305 m,248 m,2 276 m,442 m,104 m
49,https://www.bezrealitky.cz/nemovitosti-byty-domy/709614-nabidka-prodej-bytu-rehorova-hlavni-mesto-praha,8 250 000 Kč,NaN,NaN,NaN,PRODEJ,"Řehořova, Praha - Žižkov",709614,3+kk,Velmi dobrý,1. 10. 2022,Osobní,Cihla,64 m²,Částečně,1,G,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,322 m,938 m,369 m,480 m,313 m,803 m,577 m,612 m,652 m,622 m
50,https://www.bezrealitky.cz/nemovitosti-byty-domy/770816-nabidka-prodej-bytu-kostnicka,799 000 Kč,NaN,NaN,NaN,PRODEJ,"Kostnická, Chomutov II, Ústecký kraj",770816,1+kk,Velmi dobrý,NaN,Družstevní,Panel,20 m²,Nevybaveno,7,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45 m,270 m,611 m,2 208 m,1 205 m,312 m,323 m,2 551 m,833 m,467 m
51,https://www.bezrealitky.cz/nemovitosti-byty-domy/769949-nabidka-prodej-bytu-palavske-namesti-brno,5 990 000 Kč,NaN,NaN,NaN,PRODEJ,"Pálavské náměstí, Brno - Židenice, Jihomoravský kraj",769949,2+kk,Velmi dobrý,9. 3. 2023,Družstevní,Cihla,83 m²,Vybaveno,5,C,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,73 m,203 m,0 m,154 m,56 m,87 m,251 m,352 m,2 604 m,289 m
52,https://www.bezrealitky.cz/nemovitosti-byty-domy/770805-nabidka-prodej-bytu-dylenska,3 150 000 Kč,NaN,NaN,NaN,PRODEJ,"Dyleňská, Cheb, Karlovarský kraj",770805,4+1,Velmi dobrý,NaN,Osobní,Panel,74 m²,Částečně,3,NaN,1.0,1.0,NaN,NaN,NaN,1.0,NaN,1.0,NaN,NaN,184 m,693 m,521 m,1 326 m,572 m,1 625 m,819 m,656 m,421 m,260 m
53,https://www.bezrealitky.cz/nemovitosti-byty-domy/770785-nabidka-prodej-bytu-prazska,1 780 000 Kč,NaN,NaN,NaN,PRODEJ,"Pražská, Doksy u Máchova jezera, Liberecký kraj",770785,1+1,Dobrý,NaN,Osobní,Panel,36 m²,Nevybaveno,4,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,155 m,290 m,191 m,371 m,391 m,355 m,747 m,121 m,820 m,5 m
54,https://www.bezrealitky.cz/nemovitosti-byty-domy/770773-nabidka-prodej-bytu-okruzni,840 000 Kč,NaN,NaN,NaN,PRODEJ,"Okružní, Habartov, Karlovarský kraj",770773,2+1,Dobrý,NaN,Osobní,Panel,57 m²,Nevybaveno,4,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,615 m,353 m,403 m,11 311 m,743 m,583 m,6 866 m,9 973 m,11 852 m,343 m
55,https://www.bezrealitky.cz/nemovitosti-byty-domy/770769-nabidka-prodej-bytu-vridelni,3 120 000 Kč,NaN,NaN,NaN,PRODEJ,"Vřídelní, Karlovy Vary, Karlovarský kraj",770769,2+kk,Dobrý,NaN,Osobní,Cihla,35 m²,Vybaveno,3,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,159 m,620 m,306 m,1 992 m,224 m,260 m,607 m,3 353 m,3 081 m,4 596 m
56,https://www.bezrealitky.cz/nemovitosti-byty-domy/770760-nabidka-prodej-bytu-sladkova,1 890 000 Kč,NaN,NaN,NaN,PRODEJ,"Sládkova, Bukovice u Jeseníka, Olomoucký kraj",770760,1+kk,Velmi dobrý,NaN,Osobní,Panel,31 m²,Částečně,1,NaN,1.0,1.0,NaN,NaN,NaN,1.0,NaN,NaN,NaN,NaN,751 m,1 737 m,700 m,744 m,707 m,788 m,207 m,697 m,1 675 m,42 m
