Index,URL,CENA,POPLATKY ZA SLUŽBY,POPLATKY ZA ENERGII,VRATNÁ KAUCE,TYP NABÍDKY,LOKACE,ČÍSLO INZERÁTU,DISPOZICE,STAV,DOSTUPNÉ OD,VLASTNICTVÍ,TYP BUDOVY,PLOCHA,VYBAVENO,PODLAŽÍ,PENB,Internet,Energie,Balkón,Terasa,Sklep,Lodžie,Bezbariérový přístup,Parkování,Výtah,Garáž,MHD,Pošta,Obchod,Banka,Restaurace,Lékárna,Škola,Mateřská škola,Sportoviště,Hřiště
152,https://www.bezrealitky.cz/nemovitosti-byty-domy/772442-nabidka-prodej-bytu-v-b-trebizskeho-pecky,3 800 000 Kč,NaN,NaN,NaN,PRODEJ,"V. B. Třebízského, Pečky, Středočeský kraj",772442,2+1,Dobrý,31. 5. 2023,Osobní,Cihla,65 m²,Vybaveno,1,G,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,239 m,173 m,414 m,13 070 m,12 535 m,121 m,7 408 m,5 932 m,5 418 m,4 207 m
153,https://www.bezrealitky.cz/nemovitosti-byty-domy/760086-nabidka-prodej-bytu-benecko,5 971 000 Kč,NaN,NaN,NaN,PRODEJ,"Benecko - Horní Štěpanice, Liberecký kraj",760086,3+kk,Ve výstavbě,31. 12. 2023,Osobní,Cihla,72 m²,Nevybaveno,2,A,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,1 759 m,1 776 m,1 867 m,11 791 m,1 869 m,10 966 m,1 857 m,1 838 m,1 861 m,3 827 m
154,https://www.bezrealitky.cz/nemovitosti-byty-domy/764907-nabidka-prodej-bytu-korenov,6 671 000 Kč,NaN,NaN,NaN,PRODEJ,"Kořenov - Polubný, Liberecký kraj",764907,3+kk,Ve výstavbě,9. 2. 2023,Osobní,Nízkoenergetický,84 m²,Částečně,2,A,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,201 m,936 m,1 027 m,7 639 m,1 130 m,6 402 m,6 272 m,3 154 m,6 777 m,3 780 m
155,https://www.bezrealitky.cz/nemovitosti-byty-domy/776039-nabidka-prodej-bytu-kralupy-nad-vltavou,2 890 000 Kč,NaN,NaN,NaN,PRODEJ,"Kralupy nad Vltavou - Lobeček, Středočeský kraj",776039,2+kk,Velmi dobrý,6. 4. 2023,Osobní,Panel,36 m²,Částečně,8,D,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,1.0,NaN,79 m,148 m,148 m,139 m,343 m,431 m,611 m,363 m,887 m,272 m
156,https://www.bezrealitky.cz/nemovitosti-byty-domy/776034-nabidka-prodej-bytu-karlova,6 066 700 Kč,NaN,NaN,NaN,PRODEJ,"Karlova, Kašperské Hory, Plzeňský kraj",776034,3+1,Velmi dobrý,NaN,Osobní,Cihla,106 m²,Nevybaveno,2,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,1.0,572 m,605 m,456 m,NaN,419 m,712 m,471 m,9 708 m,1 357 m,687 m
157,https://www.bezrealitky.cz/nemovitosti-byty-domy/693644-nabidka-prodej-bytu-velka-hradebni-usti-nad-labem,3 590 000 Kč,NaN,NaN,NaN,PRODEJ,"Velká Hradební, Ústí nad Labem, Ústecký kraj",693644,3+1,Velmi dobrý,24. 11. 2021,Osobní,Panel,71 m²,Částečně,5,G,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,188 m,672 m,220 m,278 m,93 m,219 m,785 m,876 m,759 m,1 009 m
158,https://www.bezrealitky.cz/nemovitosti-byty-domy/761546-nabidka-prodej-bytu-psohlavcu-hlavni-mesto-praha,5 250 000 Kč,NaN,NaN,NaN,PRODEJ,"Psohlavců, Praha - Braník",761546,2+1,Špatný,31. 5. 2023,Osobní,Panel,59 m²,Nevybaveno,3,G,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,473 m,1 632 m,560 m,1 632 m,412 m,699 m,792 m,784 m,1 822 m,356 m
159,https://www.bezrealitky.cz/nemovitosti-byty-domy/776032-nabidka-prodej-bytu-pernerova,3 590 000 Kč,NaN,NaN,NaN,PRODEJ,"Pernerova, Choceň, Pardubický kraj",776032,3+1,Dobrý,NaN,Osobní,Cihla,104 m²,Částečně,1,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,490 m,256 m,266 m,640 m,352 m,665 m,750 m,1 756 m,2 193 m,371 m
160,https://www.bezrealitky.cz/nemovitosti-byty-domy/772307-nabidka-prodej-bytu-lidicka-votice,5 100 000 Kč,NaN,NaN,NaN,PRODEJ,"Lidická, Votice, Středočeský kraj",772307,4+1,Dobrý,22. 3. 2023,Osobní,Panel,105 m²,Nevybaveno,2,D,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,287 m,483 m,496 m,384 m,576 m,344 m,7 844 m,NaN,1 074 m,4 523 m
161,https://www.bezrealitky.cz/nemovitosti-byty-domy/776028-nabidka-prodej-bytu-valdstejnska,2 421 000 Kč,NaN,NaN,NaN,PRODEJ,"Valdštejnská, Horní Litvínov, Ústecký kraj",776028,3+1,Velmi dobrý,NaN,Osobní,Panel,77 m²,Vybaveno,1,NaN,1.0,1.0,NaN,NaN,NaN,1.0,NaN,1.0,NaN,NaN,158 m,216 m,161 m,610 m,560 m,649 m,328 m,810 m,3 133 m,347 m
162,https://www.bezrealitky.cz/nemovitosti-byty-domy/776015-nabidka-prodej-bytu-masarykova-trida,1 250 000 Kč,NaN,NaN,NaN,PRODEJ,"Masarykova třída, Orlová - Horní Lutyně, Moravskoslezský kraj",776015,1+1,Velmi dobrý,NaN,Družstevní,Panel,36 m²,Nevybaveno,3,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43 m,590 m,240 m,567 m,193 m,446 m,206 m,410 m,717 m,317 m
163,https://www.bezrealitky.cz/nemovitosti-byty-domy/776011-nabidka-prodej-bytu-olomoucka,3 749 000 Kč,NaN,NaN,NaN,PRODEJ,"Olomoucká, Prostějov, Olomoucký kraj",776011,3+kk,Dobrý,NaN,Osobní,Cihla,67 m²,Vybaveno,3,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,115 m,485 m,76 m,752 m,439 m,800 m,335 m,263 m,290 m,581 m
164,https://www.bezrealitky.cz/nemovitosti-byty-domy/724275-nabidka-prodej-bytu-na-palouku,8 123 174 Kč,NaN,NaN,NaN,PRODEJ,"Na Palouku, Praha - Strašnice",724275,2+kk,Novostavba,30. 9. 2022,NaN,Ostatní,58 m²,Nevybaveno,4,B,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,1.0,1.0,119 m,749 m,44 m,502 m,508 m,328 m,649 m,380 m,340 m,399 m
165,https://www.bezrealitky.cz/nemovitosti-byty-domy/772204-nabidka-prodej-bytu-cechova-podebrady,3 550 000 Kč,NaN,NaN,NaN,PRODEJ,"Čechova, Poděbrady, Středočeský kraj",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201 m,744 m,533 m,1 602 m,398 m,629 m,763 m,1 316 m,770 m,280 m
166,https://www.bezrealitky.cz/nemovitosti-byty-domy/772204-nabidka-prodej-bytu-cechova-podebrady,3 550 000 Kč,NaN,NaN,NaN,PRODEJ,"Čechova, Poděbrady, Středočeský kraj",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201 m,744 m,533 m,1 602 m,398 m,629 m,763 m,1 316 m,770 m,280 m
167,https://www.bezrealitky.cz/nemovitosti-byty-domy/775970-nabidka-prodej-bytu-moucna-podebrady,4 000 000 Kč,NaN,NaN,NaN,PRODEJ,"Moučná, Poděbrady, Středočeský kraj",775970,2+kk,Dobrý,6. 4. 2023,Osobní,Cihla,45 m²,Částečně,4,D,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,177 m,674 m,424 m,1 480 m,331 m,563 m,697 m,781 m,704 m,54 m
168,https://www.bezrealitky.cz/nemovitosti-byty-domy/747051-nabidka-prodej-bytu-na-valentince-praha,11 190 000 Kč,NaN,NaN,NaN,PRODEJ,"Na Valentince, Praha - Smíchov",747051,2+1,Velmi dobrý,22. 10. 2022,NaN,Cihla,69 m²,Vybaveno,2,G,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,130 m,675 m,329 m,663 m,182 m,531 m,2 145 m,307 m,573 m,336 m
169,https://www.bezrealitky.cz/nemovitosti-byty-domy/775953-nabidka-prodej-bytu-delnicka-ceske-budejovice,3 290 000 Kč,NaN,NaN,NaN,PRODEJ,"Dělnická, České Budějovice 5, Jihočeský kraj",775953,2+kk,Velmi dobrý,6. 4. 2023,Družstevní,Cihla,43 m²,Vybaveno,2,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,175 m,539 m,390 m,2 093 m,183 m,738 m,1 125 m,822 m,773 m,285 m
170,https://www.bezrealitky.cz/nemovitosti-byty-domy/775954-nabidka-prodej-bytu-husova,1 900 000 Kč,NaN,NaN,NaN,PRODEJ,"Husova, Mariánské Lázně, Karlovarský kraj",775954,2+1,Špatný,NaN,Osobní,Panel,59 m²,Nevybaveno,2,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,9 m,1 672 m,99 m,121 m,120 m,796 m,515 m,344 m,1 562 m,348 m
171,https://www.bezrealitky.cz/nemovitosti-byty-domy/775951-nabidka-prodej-bytu-obloukova-hlavni-mesto-praha,3 500 000 Kč,NaN,NaN,NaN,PRODEJ,"Oblouková, Praha - Vršovice",775951,1+1,Velmi dobrý,6. 4. 2023,Osobní,Cihla,32 m²,Částečně,1,G,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,173 m,39 m,134 m,213 m,0 m,213 m,263 m,458 m,241 m,373 m
172,https://www.bezrealitky.cz/nemovitosti-byty-domy/775949-nabidka-prodej-bytu-u-stadionu,3 300 000 Kč,NaN,NaN,NaN,PRODEJ,"U stadionu, Mladá Boleslav, Středočeský kraj",775949,2+1,Špatný,NaN,Osobní,Panel,64 m²,Nevybaveno,3,NaN,1.0,1.0,NaN,NaN,NaN,1.0,NaN,NaN,NaN,NaN,300 m,570 m,418 m,264 m,461 m,368 m,1 313 m,649 m,217 m,503 m
173,https://www.bezrealitky.cz/nemovitosti-byty-domy/775939-nabidka-prodej-bytu-nam-svobody,3 450 000 Kč,NaN,NaN,NaN,PRODEJ,"nám. Svobody, Jeseník, Olomoucký kraj",775939,3+1,Dobrý,NaN,Osobní,Cihla,123 m²,Částečně,2,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,288 m,228 m,20 m,24 m,143 m,67 m,190 m,378 m,740 m,398 m
174,https://www.bezrealitky.cz/nemovitosti-byty-domy/775937-nabidka-prodej-bytu-jaromira-matuska,2 415 000 Kč,NaN,NaN,NaN,PRODEJ,"Jaromíra Matuška, Ostrava - Dubina u Ostravy, Moravskoslezský kraj",775937,3+1,Velmi dobrý,NaN,Družstevní,Panel,68 m²,Nevybaveno,1,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,385 m,494 m,243 m,1 424 m,279 m,288 m,456 m,259 m,1 056 m,251 m
175,https://www.bezrealitky.cz/nemovitosti-byty-domy/775869-nabidka-prodej-bytu-chrudimska-prachovice,800 001 Kč,NaN,NaN,NaN,PRODEJ,"Chrudimská, Prachovice, Pardubický kraj",775869,1+1,Špatný,1. 5. 2023,Obecní,Cihla,39 m²,Nevybaveno,3,G,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,394 m,401 m,2 771 m,6 603 m,3 356 m,6 810 m,7 044 m,87 m,2 837 m,6 581 m
176,https://www.bezrealitky.cz/nemovitosti-byty-domy/775932-nabidka-prodej-bytu-namesti-republiky,2 835 000 Kč,NaN,NaN,NaN,PRODEJ,"náměstí Republiky, Opava-Předměstí, Moravskoslezský kraj",775932,2+1,Dobrý,NaN,Osobní,Panel,62 m²,Vybaveno,4,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,214 m,140 m,282 m,329 m,183 m,376 m,426 m,735 m,1 308 m,728 m
177,https://www.bezrealitky.cz/nemovitosti-byty-domy/775928-nabidka-prodej-bytu-jiraskovo-namesti,1 799 000 Kč,NaN,NaN,NaN,PRODEJ,"Jiráskovo náměstí, Postoloprty, Ústecký kraj",775928,3+1,Dobrý,NaN,Družstevní,Panel,82 m²,Nevybaveno,NaN,NaN,1.0,1.0,NaN,NaN,NaN,1.0,NaN,NaN,NaN,NaN,579 m,360 m,263 m,10 097 m,224 m,358 m,249 m,9 320 m,8 164 m,1 298 m
178,https://www.bezrealitky.cz/nemovitosti-byty-domy/775927-nabidka-prodej-bytu,2 990 000 Kč,NaN,NaN,NaN,PRODEJ,"Čestín, Středočeský kraj",775927,3+1,Dobrý,NaN,Osobní,Cihla,78 m²,Částečně,2,NaN,1.0,1.0,NaN,NaN,NaN,1.0,NaN,1.0,NaN,NaN,120 m,122 m,9 560 m,10 118 m,7 982 m,9 024 m,9 696 m,9 620 m,2 649 m,10 200 m
179,https://www.bezrealitky.cz/nemovitosti-byty-domy/775916-nabidka-prodej-bytu-sladkova,6 999 000 Kč,NaN,NaN,NaN,PRODEJ,"Sládkova, Liberec, Liberecký kraj",775916,5+1,Velmi dobrý,NaN,Osobní,Cihla,95 m²,Nevybaveno,3,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,353 m,1 128 m,668 m,1 894 m,805 m,1 142 m,177 m,1 050 m,997 m,612 m
180,https://www.bezrealitky.cz/nemovitosti-byty-domy/775911-nabidka-prodej-bytu-chebska,3 450 000 Kč,NaN,NaN,NaN,PRODEJ,"Chebská, Mariánské Lázně, Karlovarský kraj",775911,2+1,Velmi dobrý,NaN,Osobní,Cihla,69 m²,Nevybaveno,3,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,16 m,1 104 m,7 m,289 m,7 m,252 m,241 m,397 m,770 m,169 m
181,https://www.bezrealitky.cz/nemovitosti-byty-domy/775906-nabidka-prodej-bytu-rostislavova,3 550 000 Kč,NaN,NaN,NaN,PRODEJ,"Rostislavova, Kroměříž, Zlínský kraj",775906,3+1,Dobrý,NaN,Osobní,Cihla,76 m²,Částečně,1,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,257 m,526 m,475 m,1 015 m,517 m,700 m,165 m,2 889 m,678 m,208 m
182,https://www.bezrealitky.cz/nemovitosti-byty-domy/766186-nabidka-prodej-bytu-generala-janouska-hlavni-mesto-praha,4 108 000 Kč,NaN,NaN,NaN,PRODEJ,"Generála Janouška, Praha - Černý Most",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,321 m,1 764 m,336 m,910 m,425 m,173 m,308 m,491 m,1 645 m,219 m
183,https://www.bezrealitky.cz/nemovitosti-byty-domy/772341-nabidka-prodej-bytu-na-slatince-praha,13 490 000 Kč,NaN,NaN,NaN,PRODEJ,"Na Slatince, Praha - Záběhlice",772341,4+kk,Novostavba,23. 3. 2023,Osobní,Ostatní,150 m²,Částečně,4,B,1.0,1.0,NaN,NaN,NaN,NaN,1.0,1.0,1.0,1.0,131 m,961 m,437 m,1 684 m,302 m,338 m,330 m,1 341 m,146 m,308 m
184,https://www.bezrealitky.cz/nemovitosti-byty-domy/775894-nabidka-prodej-bytu-nerudova,3 146 080 Kč,NaN,NaN,NaN,PRODEJ,"Nerudova, Uničov, Olomoucký kraj",775894,3+1,Velmi dobrý,NaN,Osobní,Cihla,70 m²,Nevybaveno,4,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,368 m,774 m,542 m,547 m,615 m,370 m,316 m,7 896 m,384 m,114 m
185,https://www.bezrealitky.cz/nemovitosti-byty-domy/767904-nabidka-prodej-bytu-mozartova-hlavni-mesto-praha,4 190 000 Kč,NaN,NaN,NaN,PRODEJ,"Mozartova, Praha - Smíchov",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,324 m,583 m,150 m,288 m,174 m,427 m,291 m,640 m,707 m,388 m
186,https://www.bezrealitky.cz/nemovitosti-byty-domy/775887-nabidka-prodej-bytu-teplicka,1 450 000 Kč,NaN,NaN,NaN,PRODEJ,"Teplická, Děčín - Horní Oldřichov, Ústecký kraj",775887,2+1,Dobrý,NaN,Osobní,Cihla,65 m²,Nevybaveno,4,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,123 m,1 302 m,1 411 m,2 103 m,1 329 m,1 188 m,1 715 m,3 949 m,1 823 m,2 513 m
187,https://www.bezrealitky.cz/nemovitosti-byty-domy/775885-nabidka-prodej-bytu-teplicka,1 250 000 Kč,NaN,NaN,NaN,PRODEJ,"Teplická, Děčín - Horní Oldřichov, Ústecký kraj",775885,1+1,Dobrý,NaN,Osobní,Cihla,50 m²,Částečně,1,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,123 m,1 302 m,1 411 m,2 103 m,1 329 m,1 188 m,1 715 m,3 949 m,1 823 m,2 513 m
188,https://www.bezrealitky.cz/nemovitosti-byty-domy/775878-nabidka-prodej-bytu-generala-svobody,1 750 000 Kč,NaN,NaN,NaN,PRODEJ,"Generála Svobody, Jirkov, Ústecký kraj",775878,3+1,Dobrý,NaN,Osobní,Panel,79 m²,Částečně,6,NaN,1.0,1.0,NaN,NaN,NaN,1.0,NaN,1.0,NaN,NaN,240 m,1 453 m,655 m,1 280 m,1 746 m,824 m,784 m,995 m,3 013 m,723 m
189,https://www.bezrealitky.cz/nemovitosti-byty-domy/775868-nabidka-prodej-bytu-m-horakove-ceske-budejovice,4 990 000 Kč,NaN,NaN,NaN,PRODEJ,"M. Horákové, České Budějovice 2, Jihočeský kraj",775868,4+1,Velmi dobrý,1. 8. 2023,Osobní,Panel,80 m²,Částečně,7,G,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,1.0,NaN,88 m,412 m,152 m,229 m,361 m,441 m,687 m,393 m,1 042 m,125 m
190,https://www.bezrealitky.cz/nemovitosti-byty-domy/775841-nabidka-prodej-bytu-rohacova-praha,11 500 000 Kč,NaN,NaN,NaN,PRODEJ,"Roháčova, Praha - Žižkov",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87 m,14 m,38 m,600 m,69 m,79 m,173 m,251 m,184 m,235 m
191,https://www.bezrealitky.cz/nemovitosti-byty-domy/775833-nabidka-prodej-bytu-jednorada-praha,9 490 000 Kč,NaN,NaN,NaN,PRODEJ,"Jednořadá, Praha - Bubeneč",775833,2+kk,Velmi dobrý,5. 4. 2023,Osobní,Cihla,64 m²,Částečně,1,C,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,239 m,1 775 m,468 m,790 m,319 m,762 m,442 m,326 m,994 m,356 m
192,https://www.bezrealitky.cz/nemovitosti-byty-domy/775829-nabidka-prodej-bytu-na-valticke-breclav,4 200 000 Kč,NaN,NaN,NaN,PRODEJ,"Na Valtické, Břeclav - Charvátská Nová Ves, Jihomoravský kraj",775829,4+1,Velmi dobrý,1. 6. 2023,Osobní,Panel,86 m²,Nevybaveno,4,G,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,1.0,NaN,316 m,1 644 m,216 m,2 256 m,212 m,313 m,408 m,1 682 m,1 426 m,80 m
193,https://www.bezrealitky.cz/nemovitosti-byty-domy/775825-nabidka-prodej-bytu-nabrezni-kraliky,1 800 000 Kč,NaN,NaN,NaN,PRODEJ,"Nábřežní, Králíky, Pardubický kraj",775825,2+kk,Velmi dobrý,1. 5. 2023,Osobní,Cihla,58 m²,Nevybaveno,1,G,1.0,1.0,NaN,NaN,NaN,NaN,1.0,1.0,NaN,NaN,641 m,352 m,313 m,314 m,280 m,384 m,666 m,633 m,1 176 m,2 537 m
194,https://www.bezrealitky.cz/nemovitosti-byty-domy/775823-nabidka-prodej-bytu-svobody,2 900 000 Kč,NaN,NaN,NaN,PRODEJ,"Svobody, Liberec - Starý Harcov, Liberecký kraj",775823,2+1,Velmi dobrý,NaN,Osobní,Cihla,58 m²,Částečně,1,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0 m,1 295 m,341 m,3 021 m,479 m,2 600 m,1 338 m,1 518 m,384 m,575 m
195,https://www.bezrealitky.cz/nemovitosti-byty-domy/745531-nabidka-prodej-bytu-k-vytopne-praha,3 300 000 Kč,NaN,NaN,NaN,PRODEJ,"K Výtopně, Praha - Zbraslav",745531,1+kk,Velmi dobrý,10. 4. 2023,Družstevní,Panel,28 m²,Vybaveno,1,C,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,365 m,476 m,428 m,1 832 m,388 m,286 m,989 m,477 m,5 911 m,187 m
196,https://www.bezrealitky.cz/nemovitosti-byty-domy/775818-nabidka-prodej-bytu-skolni,1 499 000 Kč,NaN,NaN,NaN,PRODEJ,"Školní, Klášterec nad Ohří, Ústecký kraj",775818,3+1,Velmi dobrý,NaN,Osobní,Panel,66 m²,Částečně,3,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,215 m,651 m,192 m,567 m,563 m,227 m,212 m,284 m,8 255 m,274 m
197,https://www.bezrealitky.cz/nemovitosti-byty-domy/775810-nabidka-prodej-bytu-vetrna-znojmo,3 500 000 Kč,NaN,NaN,NaN,PRODEJ,"Větrná, Znojmo - Přímětice, Jihomoravský kraj",775810,3+1,Velmi dobrý,5. 4. 2023,Osobní,Panel,72 m²,Částečně,3,G,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,753 m,1 195 m,374 m,2 555 m,1 261 m,562 m,430 m,1 966 m,2 682 m,1 600 m
198,https://www.bezrealitky.cz/nemovitosti-byty-domy/775804-nabidka-prodej-bytu-vrbenskeho-hlavni-mesto-praha,6 250 000 Kč,NaN,NaN,NaN,PRODEJ,"Vrbenského, Praha - Holešovice",775804,2+1,Špatný,5. 4. 2023,Osobní,Cihla,50 m²,Nevybaveno,4,G,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,142 m,629 m,44 m,579 m,177 m,387 m,161 m,1 079 m,379 m,98 m
199,https://www.bezrealitky.cz/nemovitosti-byty-domy/775807-nabidka-prodej-bytu-jamborova,2 940 000 Kč,NaN,NaN,NaN,PRODEJ,"Jamborova, Tišnov, Jihomoravský kraj",775807,1+1,Dobrý,NaN,Osobní,Cihla,34 m²,Vybaveno,2,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,199 m,155 m,1 400 m,9 499 m,231 m,1 855 m,832 m,209 m,1 362 m,1 007 m
200,https://www.bezrealitky.cz/nemovitosti-byty-domy/771912-nabidka-prodej-bytu-rohozec,4 300 000 Kč,NaN,NaN,NaN,PRODEJ,"Rohozec u Tišnova, Jihomoravský kraj",771912,3+1,Velmi dobrý,21. 3. 2023,Osobní,Cihla,79 m²,Nevybaveno,2,G,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,374 m,7 579 m,206 m,NaN,2 708 m,7 689 m,7 399 m,7 669 m,7 216 m,3 190 m
201,https://www.bezrealitky.cz/nemovitosti-byty-domy/775795-nabidka-prodej-bytu-sladkovicova-hlavni-mesto-praha,3 990 000 Kč,NaN,NaN,NaN,PRODEJ,"Sládkovičova, Praha - Krč",775795,1+kk,Velmi dobrý,5. 4. 2023,Osobní,Panel,34 m²,Nevybaveno,3,D,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,518 m,735 m,596 m,2 901 m,444 m,675 m,502 m,1 738 m,826 m,485 m
202,https://www.bezrealitky.cz/nemovitosti-byty-domy/775785-nabidka-prodej-bytu,2 490 000 Kč,NaN,NaN,NaN,PRODEJ,"Kopřivnice, Moravskoslezský kraj",775785,3+1,Velmi dobrý,NaN,Družstevní,Panel,63 m²,Vybaveno,6,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,288 m,352 m,180 m,263 m,261 m,224 m,110 m,237 m,1 766 m,212 m
203,https://www.bezrealitky.cz/nemovitosti-byty-domy/775784-nabidka-prodej-bytu-musilova-brno,4 600 000 Kč,NaN,NaN,NaN,PRODEJ,"Musilova, Brno - Husovice, Jihomoravský kraj",775784,2+kk,Novostavba,5. 4. 2023,Osobní,Nízkoenergetický,47 m²,Částečně,2,A,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,1.0,NaN,202 m,380 m,114 m,527 m,154 m,143 m,183 m,518 m,604 m,525 m
204,https://www.bezrealitky.cz/nemovitosti-byty-domy/775784-nabidka-prodej-bytu-musilova-brno,4 600 000 Kč,NaN,NaN,NaN,PRODEJ,"Musilova, Brno - Husovice, Jihomoravský kraj",775784,2+kk,Novostavba,5. 4. 2023,Osobní,Nízkoenergetický,47 m²,Částečně,2,A,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,1.0,NaN,202 m,380 m,114 m,527 m,154 m,143 m,183 m,518 m,604 m,525 m
205,https://www.bezrealitky.cz/nemovitosti-byty-domy/753875-nabidka-prodej-bytu-stara-naves-praha,5 500 000 Kč,NaN,NaN,NaN,PRODEJ,"Stará náves, Praha - Letňany",753875,2+kk,Velmi dobrý,1. 8. 2023,NaN,Cihla,47 m²,Vybaveno,1,D,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,388 m,405 m,572 m,816 m,300 m,348 m,461 m,750 m,718 m,150 m
206,https://www.bezrealitky.cz/nemovitosti-byty-domy/775761-nabidka-prodej-bytu-wiedermannova-praha,5 900 000 Kč,NaN,NaN,NaN,PRODEJ,"Wiedermannova, Praha - Stodůlky",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,344 m,729 m,279 m,694 m,682 m,249 m,662 m,777 m,1 107 m,508 m
207,https://www.bezrealitky.cz/nemovitosti-byty-domy/775764-nabidka-prodej-bytu-sidliste,3 480 000 Kč,NaN,NaN,NaN,PRODEJ,"Sídliště, Tmaň, Středočeský kraj",775764,2+kk,Velmi dobrý,NaN,Osobní,Panel,50 m²,Vybaveno,2,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,370 m,133 m,154 m,6 959 m,5 922 m,5 907 m,2 041 m,2 458 m,2 167 m,2 273 m
208,https://www.bezrealitky.cz/nemovitosti-byty-domy/775763-nabidka-prodej-bytu-ke-kasarnum,2 999 000 Kč,NaN,NaN,NaN,PRODEJ,"Ke Kasárnům, Mariánské Lázně - Úšovice, Karlovarský kraj",775763,3+1,Velmi dobrý,NaN,Osobní,Cihla,63 m²,Částečně,2,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,450 m,1 331 m,780 m,1 521 m,689 m,1 558 m,808 m,520 m,2 572 m,613 m
